record_id,employee_id,month,year,billing_status,billing_currency,bill_rate,billable_days,bench_days,monthly_revenue_inr,monthly_ctc_inr,bench_cost_inr,margin_inr,margin_pct
86,EMP006,Apr,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
87,EMP006,May,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
88,EMP006,Jun,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
89,EMP006,Jul,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
90,EMP006,Aug,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
91,EMP006,Sep,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
92,EMP006,Oct,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
93,EMP006,Nov,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
94,EMP006,Dec,2024,Billable,USD,27.38,22,0,399967.04,249500.0,0.0,150467.04,37.62
95,EMP007,Jun,2024,Billable,INR,4109.57,20,2,82191.4,65500.0,5954.55,16691.4,20.31
96,EMP007,Jul,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
97,EMP007,Aug,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
98,EMP007,Sep,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
99,EMP007,Oct,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
100,EMP007,Nov,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
101,EMP007,Dec,2024,Billable,INR,4109.57,22,0,90410.54,65500.0,0.0,24910.54,27.55
102,EMP008,May,2024,Billable,INR,4835.55,20,2,96711.0,83416.67,7583.33,13294.33,13.75
103,EMP008,Jun,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
104,EMP008,Jul,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
105,EMP008,Aug,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
106,EMP008,Sep,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
107,EMP008,Oct,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
108,EMP008,Nov,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
109,EMP008,Dec,2024,Billable,INR,4835.55,22,0,106382.1,83416.67,0.0,22965.43,21.59
110,EMP009,Mar,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
111,EMP009,Apr,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
112,EMP009,May,2023,Billable,INR,1267.92,18,4,22822.56,25583.33,4651.51,-2760.77,-12.1
113,EMP009,Jun,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
114,EMP009,Jul,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
115,EMP009,Aug,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
116,EMP009,Sep,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
117,EMP009,Oct,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
118,EMP009,Nov,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
119,EMP009,Dec,2023,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
120,EMP009,Jan,2024,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
121,EMP009,Feb,2024,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
122,EMP009,Mar,2024,Billable,INR,1267.92,22,0,27894.24,25583.33,0.0,2310.91,8.28
123,EMP010,Nov,2023,Billable,INR,2747.1,9,13,24723.9,48333.33,28560.6,-23609.43,
124,EMP010,Dec,2023,Billable,INR,2747.1,18,4,49447.8,48333.33,8787.88,1114.47,2.25
125,EMP010,Jan,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
126,EMP010,Feb,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
127,EMP010,Mar,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
128,EMP010,Apr,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
129,EMP010,May,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
130,EMP010,Jun,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
131,EMP010,Jul,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
132,EMP010,Aug,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
133,EMP010,Sep,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
134,EMP010,Oct,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
135,EMP010,Nov,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
136,EMP010,Dec,2024,Billable,INR,2747.1,22,0,60436.2,48333.33,0.0,12102.87,20.03
137,EMP011,Mar,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
138,EMP011,Apr,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
139,EMP011,May,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
140,EMP011,Jun,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
141,EMP011,Jul,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
142,EMP011,Aug,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
143,EMP011,Sep,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
144,EMP011,Oct,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
145,EMP011,Nov,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
146,EMP011,Dec,2023,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
147,EMP011,Jan,2024,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
148,EMP011,Feb,2024,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
149,EMP011,Mar,2024,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
150,EMP011,Apr,2024,Billable,INR,1283.16,22,0,28229.52,25250.0,0.0,2979.52,10.55
151,EMP012,Apr,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
152,EMP012,May,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
153,EMP012,Jun,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
154,EMP012,Jul,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
155,EMP012,Aug,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
156,EMP012,Sep,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
157,EMP012,Oct,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
158,EMP012,Nov,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
159,EMP012,Dec,2023,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
160,EMP012,Jan,2024,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
161,EMP012,Feb,2024,Billable,USD,17.73,22,0,258999.84,187750.0,0.0,71249.84,27.51
162,EMP013,Dec,2023,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
163,EMP013,Jan,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
164,EMP013,Feb,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
165,EMP013,Mar,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
166,EMP013,Apr,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
167,EMP013,May,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
168,EMP013,Jun,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
169,EMP013,Jul,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
170,EMP013,Aug,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
171,EMP013,Sep,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
172,EMP013,Oct,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
173,EMP013,Nov,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
174,EMP013,Dec,2024,Billable,USD,20.83,22,0,304284.64,175750.0,0.0,128534.64,42.24
175,EMP014,Apr,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
176,EMP014,May,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
177,EMP014,Jun,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
178,EMP014,Jul,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
179,EMP014,Aug,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
180,EMP014,Sep,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
181,EMP014,Oct,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
182,EMP014,Nov,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
183,EMP014,Dec,2023,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
184,EMP014,Jan,2024,Billable,INR,1297.64,21,1,27250.44,25666.67,1166.67,1583.77,5.81
185,EMP014,Feb,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
186,EMP014,Mar,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
187,EMP014,Apr,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
188,EMP014,May,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
189,EMP014,Jun,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
190,EMP014,Jul,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
191,EMP014,Aug,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
192,EMP014,Sep,2024,Billable,INR,1297.64,22,0,28548.08,25666.67,0.0,2881.41,10.09
193,EMP015,Mar,2024,Billable,INR,4418.3,6,16,26509.8,80833.33,58787.88,-54323.53,
194,EMP015,Apr,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
195,EMP015,May,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
196,EMP015,Jun,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
197,EMP015,Jul,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
198,EMP015,Aug,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
199,EMP015,Sep,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
200,EMP015,Oct,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
201,EMP015,Nov,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
202,EMP015,Dec,2024,Billable,INR,4418.3,22,0,97202.6,80833.33,0.0,16369.27,16.84
203,EMP016,Aug,2023,Bench,USD,15.06,0,23,0.0,125500.0,131204.55,-125500.0,
204,EMP016,Sep,2023,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
205,EMP016,Oct,2023,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
206,EMP016,Nov,2023,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
207,EMP016,Dec,2023,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
208,EMP016,Jan,2024,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
209,EMP016,Feb,2024,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
210,EMP016,Mar,2024,Billable,USD,15.06,22,0,219996.48,125500.0,0.0,94496.48,42.95
211,EMP017,Jun,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
212,EMP017,Jul,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
213,EMP017,Aug,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
214,EMP017,Sep,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
215,EMP017,Oct,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
216,EMP017,Nov,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
217,EMP017,Dec,2024,Billable,INR,1284.27,22,0,28253.94,25416.67,0.0,2837.27,10.04
218,EMP018,Nov,2023,Billable,INR,4205.23,11,11,46257.53,66166.67,33083.33,-19909.14,
219,EMP018,Dec,2023,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
220,EMP018,Jan,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
221,EMP018,Feb,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
222,EMP018,Mar,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
223,EMP018,Apr,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
224,EMP018,May,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
225,EMP018,Jun,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
226,EMP018,Jul,2024,Billable,INR,4205.23,17,5,71488.91,66166.67,15037.88,5322.24,7.44
227,EMP018,Aug,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
228,EMP018,Sep,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
229,EMP018,Oct,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
230,EMP018,Nov,2024,Billable,INR,4205.23,19,3,79899.37,66166.67,9022.73,13732.7,17.19
231,EMP018,Dec,2024,Billable,INR,4205.23,22,0,92515.06,66166.67,0.0,26348.39,28.48
232,EMP019,Mar,2023,Billable,INR,4367.19,19,3,82976.61,57750.0,7875.0,25226.61,30.4
233,EMP019,Apr,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
234,EMP019,May,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
235,EMP019,Jun,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
236,EMP019,Jul,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
237,EMP019,Aug,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
238,EMP019,Sep,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
239,EMP019,Oct,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
240,EMP019,Nov,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
241,EMP019,Dec,2023,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
242,EMP019,Jan,2024,Billable,INR,4367.19,22,0,96078.18,57750.0,0.0,38328.18,39.89
243,EMP020,Jan,2023,Billable,INR,4456.73,15,7,66850.95,69750.0,22193.18,-2899.05,-4.34
244,EMP020,Feb,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
245,EMP020,Mar,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
246,EMP020,Apr,2023,Billable,INR,4456.73,17,5,75764.41,69750.0,15852.27,6014.41,7.94
247,EMP020,May,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
248,EMP020,Jun,2023,Billable,INR,4456.73,20,2,89134.6,69750.0,6340.91,19384.6,21.75
249,EMP020,Jul,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
250,EMP020,Aug,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
251,EMP020,Sep,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
252,EMP020,Oct,2023,Billable,INR,4456.73,22,0,98048.06,69750.0,0.0,28298.06,28.86
253,EMP021,Sep,2023,Billable,USD,16.9,19,3,213210.4,163666.67,22318.18,49543.73,23.24
254,EMP021,Oct,2023,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
255,EMP021,Nov,2023,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
256,EMP021,Dec,2023,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
257,EMP021,Jan,2024,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
258,EMP021,Feb,2024,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
259,EMP021,Mar,2024,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
260,EMP021,Apr,2024,Billable,USD,16.9,18,4,201988.8,163666.67,29757.58,38322.13,18.97
261,EMP021,May,2024,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
262,EMP021,Jun,2024,Billable,USD,16.9,22,0,246875.2,163666.67,0.0,83208.53,33.7
263,EMP022,Mar,2024,Billable,INR,1371.08,22,0,30163.76,27916.67,0.0,2247.09,7.45
